DocID,TopicNo,Cluster,Citation,Publcation Year,Article Title,Source title,DOI,Abstract,DOI Link,Document Type,TopicNo,TopicValue,architectur, channel, cryptographi, exist, approach, complex, current, achiev, algorithm, analysi, applic, design, author, develop, effect, field, high, base, challeng, classic, communic, compar, comput, â, demonstr, devic, differ, direct, discuss, distribut, effici, entangl, experi, experiment, feasibl, function, futur, generat, howev, ieee, implement, import, improv, includ, increas, inform, integr, larg, learn, limit, low, mani, measur, onli, oper, optic, optim, perform, photon, physic, potenti, power, practic, present, problem, progress, promis, propos, protocol, provid, rate, recent, requir, result, scheme,secur, signific, simul, state, studi, techniqu, technolog, term, key, method, model, network, process, show, system, time, work, final, internet, number, qkd, resourc, solut, space, transmiss,DocWeight,DocWeightNorm
457,6,C7,Zhao et al. (2020),2020,Quantum Broadcast and Multicast Schemes Based on Partially Entangled Channel,IEEE Access,10.1109/ACCESS.2020.2972693,"In the study of quantum information transmission based on entanglement, the decoherence induced by surrounding environment has always been one of major factors affecting the effect of quantum state transfer. Therefore, the research on information transmission in partially entangled channels of quantum network is of academic value and general application. Meanwhile, as multi-participating information transmission modes, broadcast and multicast communications are two important applications in quantum information transmission and quantum computation. In this paper, we propose the quantum broadcast and multicast schemes based on partially entangled states. The schemes allow the different recipients to obtain the arbitrary single-qubit states synchronously. We verify the feasibility of the schemes and obtain the success probability of information transmission under the partially entangled channels. Ãƒâ€šÃ‚Â© 2013 IEEE.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052236667&doi=10.1109%2fIPDPSW.2018.00184&partnerID=40&md5=ab8f8cc0e054bdc19d4f1163afc0e152,Conference Paper,6,0.79504329,0,0.270893299,0,0,0,0,0,0,0,0,0.07325013,0,0,0,0.091106006,0,0,0.095392598,0,0,0.030398995,0,0.043279731,0.016088171,0,0,0.092479466,0,0,0,0,0.534974447,0,0,0.077019407,0,0,0,0,0.082797081,0,0.096813622,0,0,0,0.341199806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046743058,0,0,0,0,0,0,0.345689278,0,0,0,0.211915382,0.089765329,0,0,0,0,0,0,0.027439546,0,0,0,0,0,0,0,0,0,0,0,0,0.540428182,3.107673534,0.314643684
458,6,C1,Sathiya et al. (2020),2020,An efficient algorithm for quantum computing with quantum key distribution with secure communication,Journal of Engineering Science and Technology,,"The key formation is a crucial primitive for constructing secure networks: in a multi-party setting, it permits two parties using public authenticated communication to create a secret session key, which used to encrypt messages. QKD is an innovative technology that exploits the laws of quantum mechanics to generate and distribute unconditionally secure shared key for use in cryptographic applications. Currently, many symmetric key cryptographic tools, which are known to be quantum-safe. They all share secret symmetric keys, through untrusted communication, which finished with public-key systems, which are prone to quantum attacks. One of the recommended solutions to the key distribution problem is Quantum Key Distribution (QKD). QKD can be used to generate secret keys that are secure against any future algorithmic /computational improvements. QKD utilizes an authenticated communication channel along with a quantum communication channel so that a secret key generated. Whatever may be the protocol to implement proposed QKD, they all need both a quantum channel and an authenticated classical. OTP (One Time Pad) is a randomly generated key. Therefore, this key length is equal to the message. The proposed QKD result is 35.67% smaller keys for quantum security. The performance of a QKD system against a modeled photon number splitting attack analysed in simulation results and standard key agreement protocols can be secure. Ãƒâ€šÃ‚Â© School of Engineering, TaylorÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s University",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050943908&doi=10.23919%2fCYCON.2018.8405016&partnerID=40&md5=2d8c9d8bd40f4439a6207ff9984d9343,Conference Paper,6,0.827354491,0,0.231164469,0,0,0,0,0.07332355,0,0.097254244,0,0.031253685,0,0,0,0,0,0,0,0,0.069470571,0.129703606,0,0.073864773,0.013728702,0,0,0,0,0,0.198073376,0.060926485,0,0,0,0,0,0.025006919,0.268750342,0,0,0.051218761,0,0.078916557,0,0,0,0,0,0,0,0,0.093183161,0,0,0,0,0,0.049776052,0.088324967,0,0,0,0,0,0.070058721,0,0,0.079775573,0.123497389,0,0,0,0,0.100591327,0,0.221001936,0,0.077513522,0,0,0,0.047505087,0,0.551026927,0,0.064303489,0.023415301,0,0,0.078730118,0.065543985,0,0,0,0.093503789,0.57473595,0,0.090692542,0,0,3.895835877,0.533835506
459,6,C8,Li et al. (2019),2019,Multiuser Time-Energy Entanglement Swapping Based on Dense Wavelength Division Multiplexed and Sum-Frequency Generation,Physical Review Letters,10.1103/PhysRevLett.123.250505,"Perfect entanglement swapping, which can be realized without the postselection by using the nonlinear optical technology, provides an important way toward generating the large-scale quantum network. We explore an entanglement-swapping-based dense wavelength division multiplexed network in the experiment. Four users receive single quantum states at different wavelengths, and we perform a time-energy entanglement swapping operation based on the sum-frequency generation to make users fully connected in the network. The results show that the fidelity of the entangled state is larger than 90% and is independent of the number of users. Our Letter demonstrates the feasibility of a proposed multiuser network, and hence paves a route toward a variety of quantum applications, including entanglement-swapping-based quantum direct communication. Ãƒâ€šÃ‚Â© 2019 American Physical Society.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050367390&doi=10.1109%2fOPTRONIX.2017.8350006&partnerID=40&md5=a7ff738111c5ffe2537afdf02af7c510,Conference Paper,6,0.818195581,0,0,0,0,0,0,0,0,0,0,0.044670817,0,0,0,0,0,0,0.15513111,0,0,0.037077011,0,0,0.019622402,0.087082079,0,0.112795247,0.130939992,0,0,0,0.782996412,0.113820375,0,0.093938941,0,0,0.288093166,0,0,0,0.118081526,0,0.117716131,0,0,0,0.130061628,0,0,0,0,0,0,0.112795247,0.109808804,0,0.071144793,0,0.120695358,0,0,0,0,0,0,0,0.057011518,0,0.07416507,0,0,0,0.071887471,0,0,0,0,0.17231247,0,0,0.067898907,0,0,0,0,0.133869733,0,0.092916363,0,0.187363723,0,0,0,0.133644741,0,0,0,0,0,3.637541035,0.462002441
460,6,C2,Zhang (2019),2019,Improving long-distance distribution of entangled coherent state with the method of twin-field quantum key distribution,Optics Express,10.1364/OE.27.037087,"The twin-field quantum key distribution (TFQKD) protocol has garnered considerable attention in quantum communication because it overcomes the well-known fundamental limit of the secret key rate without quantum repeaters. In this study, we employ this scheme to demonstrate the long-distance distribution of entangled coherent state (ECS), which has not been addressed in the existing literature. We show a scheme for the distribution of ECS with a yield of ÃƒÂ¢Ã‹â€ Ã…Â¡ÃƒÅ½Ã‚Â·, where ÃƒÅ½Ã‚Â· is the total efficiency of the whole transmission link. Compared to the cat-state based scheme, the success probability for fidelity is enhanced by 1.86 to 11.54 times in our new scheme, where the ECS is |ÃƒÂÃ‹â€ ECS(ÃƒÅ½Ã‚Â± = 2.0)i and the fixed fidelity (F) ranges from 0.99 to 0.75. The performance of our scheme in the presence of realistic on-off photon detector has also been investigated. Our work provides the application of TFQKD method toward continuous variable entanglement distribution and we believe that its application to other quantum information processing protocols are worth investigation in the near future. Ãƒâ€šÃ‚Â© 2019 Optical Society of America.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052878863&doi=10.3390%2fcryptography2010005&partnerID=40&md5=2a93761fe4a044c9c07acdc998d535bf,Article,6,0.842892289,0,0,0,0.122684242,0,0,0,0,0,0,0.087107267,0,0,0,0,0.259711155,0,0.03781285,0,0,0.036149743,0.109644457,0,0.01913166,0.084904223,0,0,0,0,0.414038316,0.084904223,0.381707136,0,0,0,0,0.034848442,0,0,0,0,0,0.109974324,0,0,0.081149297,0,0,0,0.118423214,0,0,0,0,0,0.10706257,0,0.069365516,0.123085432,0,0,0,0,0,0,0,0,0,0.17210003,0.072310258,0.105189605,0,0,0,0.513856569,0,0,0,0.252004601,0.106746739,0,0,0,0.153576932,0.191466881,0,0,0.099300506,0.090592596,0,0.09133895,0.099300506,0,0,0,0,0,0,0,0.128532801,4.358021044,0.662371473
461,2,C3,Acampora et al. (2019),2019,An evolutionary strategy for finding effective quantum 2-body Hamiltonians of p-body interacting systems,Quantum Machine Intelligence,10.1007/s42484-019-00011-8,"Embedding p-body interacting models onto the 2-body networks implemented on commercial quantum annealers is a relevant issue. For highly interacting models, requiring a number of ancilla qubits, that can be sizable and make unfeasible (if not impossible) to simulate such systems. In this manuscript, we propose an alternative to minor embedding, developing a new approximate procedure based on genetic algorithms, allowing to decouple the p-body in terms of 2-body interactions. A set of preliminary numerical experiments demonstrates the feasibility of our approach for the ferromagnetic p-spin model and paves the way towards the application of evolutionary strategies to more complex quantum models. Ãƒâ€šÃ‚Â© 2019, Springer Nature Switzerland AG.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044995294&doi=10.9770%2fjesi.2018.5.3%2819%29&partnerID=40&md5=5c54b637cf63ce98b4e2b1e092b8925e,Article,2,0.823403418,0,0,0,0,0.202877812,0.245934028,0,0,0.126139572,0,0.081072583,0,0,0.12516179,0.201670612,0,0.145579746,0.070386445,0,0,0,0,0,0.035612485,0.158044327,0,0,0,0,0,0,0,0.206571371,0,0.17048877,0,0,0,0,0,0.132862326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103469589,0,0,0,0,0.170957097,0,0,0,0,0.201071378,0,0,0,0,0.219048704,0,0,0.667217331,0.060739684,0,0,0.204227251,0,0,0,0,0.2425504,0,0,0,0,0,3.771683299,0.499308064
462,1,C8,Qiu et al. (2019),2019,Hybrid Chaotic Radial Basis Function Neural Oscillatory Network (HCRBFNON) for Financial Forecast and Trading System,"2019 IEEE Symposium Series on Computational Intelligence, SSCI 2019",10.1109/SSCI44817.2019.9002781,"Nowadays, financial prediction and trading are two major topics in financial engineering and the application of artificial intelligence. In this paper, we proposed a hybrid chaotic radial basis function neural oscillatory network (HCRBFNON) based foreign exchange (Forex) product price series prediction and quantum price levels based hedging trading system. In our forecasting system, the HCRBFNON consists of three components: 1) Quantum Finance Theory to model the secondary financial market and extract the financial dynamic energy level feature, 2) Long short-term memory mechanism to extract the temporal financial feature, 3) Chaotic type-2 transient-fuzzy membership function based transient chaotic radial basis layer to model the highly chaotic financial time series. In the quantum finance hedging trading system (QFHTS), we employ the forecasting prices from the HCRBFNON and the respective nearest quantum price levels to construct the trading timing capture. In the model evaluation, we measure the performance CRBFNON with 5 popular models used in financial time series prediction; we also compared the trading performance of QFHTS with 2 classical technical analysis-based trading strategies. By using 12 most popular forex product datasets from 2011 to 2019 for the system testing, the experimental results revealed that both the HCRBFNON and QFHTS achieve promising results in terms of forecast and trading performances respectively. Ãƒâ€šÃ‚Â© 2019 IEEE.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043685366&doi=10.1063%2f1.5025459&partnerID=40&md5=0e7addc80445548e431ef2c5549d8227,Conference Paper,1,0.82586062,0,0,0,0,0,0,0,0.120826211,0,0.146158245,0.052394966,0,0,0,0,0,0.094084159,0.181955243,0,0.116463331,0,0.131902143,0,0.023015363,0,0,0,0,0,0,0,0,0,0.143370985,0,0.470260826,0,0,0,0.118447579,0,0,0,0,0,0,0,0,0,0,0,0,0.147109237,0,0,0,0,0.250339884,0,0,0,0,0,0,0,0,0.158388064,0.066869531,0,0,0,0,0,0.16863545,0,0,0,0,0,0,0,0,0.283130227,0,0,0.43120409,0.078508752,0,0,0.329966047,0.329641924,0,0,0,0,0,0,0,0,0,3.842672257,0.519050442
463,6,C2,Kuzmin et al. (2019),2019,Scalable repeater architectures for multi-party states,npj Quantum Information,10.1038/s41534-019-0230-3,"The vision to develop quantum networks entails multi-user applications, which require the generation of long-distance multi-party entangled states. The current rapid experimental progress in building prototype-networks calls for new design concepts to guide future developments. Here we describe an experimentally feasible scheme implementing a two-dimensional repeater network for robust distribution of three-party entangled states of GHZ type in the presence of excitation losses and detector dark counts ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Â the main sources of errors in real-world hardware. Our approach is based on atomic or solid state ensembles and employs built-in error filtering mechanisms peculiar to intrinsically two-dimensional networks. This allows us to overcome the performance limitation of conventional one-dimensional ensemble-based networks distributing multi-party entangled states and provides an efficient design for future experiments with a clear perspective in terms of scalability. Ãƒâ€šÃ‚Â© 2019, The Author(s).",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997706068&doi=10.1109%2fTNNLS.2016.2626466&partnerID=40&md5=e01aa8181a767973e782aba2871c5e1a,Article,6,0.840899169,0.158019399,0,0,0,0.133537694,0,0.125194597,0,0,0,0.05336338,0.249669692,0.142382832,0.164767321,0,0,0,0.092659157,0,0,0,0,0,0.04688151,0,0,0,0,0,0.1690979,0.104027516,0.467680449,0.135968858,0.29204181,0.112218665,0,0.085394971,0.114717887,0,0,0.087452287,0,0,0,0,0,0,0,0,0.145096114,0,0,0,0,0,0,0,0.084988968,0,0,0,0,0,0,0,0.159103431,0,0,0,0.088596965,0,0,0.112526926,0,0.125918878,0,0,0,0.514607553,0,0,0,0.144181655,0,0,0,0.199899565,0,0,0,0,0,0,0,0,0,0,0,0,0,4.309995981,0.649015467
464,4,C2,Cao et al. (2019),2019,Anti-Quantum Fast Authentication and Data Transmission Scheme for Massive Devices in 5G NB-IoT System,IEEE Internet of Things Journal,10.1109/JIOT.2019.2931724,"The narrowband Internet of Things (NB-IoT) system has become an integral part of the future fifth generation (5G) network. Although the NB-IoT system has gradually been improved in the traditional LTE network currently, the NB-IoT system does not have an effective access authentication scheme in the future 5G network. According to the current 3rd Generation Partnership Project (3GPP) standard, NB-IoT devices still use the traditional access authentication method to perform mutual authentication with the network, which may bring a large amount of signaling and communication overhead. This problem will be magnified in a large-scale device environment in the future 5G network. In this article, a quantum resistance access authentication and data distribution scheme is proposed for large-scale NB-IoT devices. The scheme can simultaneously implement access authentication and data transmission of a group of NB-IoT devices based on the lattice-based homomorphic encryption technology. Our scheme not only greatly reduce the network burden but also achieve strong security, including privacy protection and anti-quantum attacks. The performance analysis results show that our scheme has the ideal efficiency. Ãƒâ€šÃ‚Â© 2014 IEEE.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103105666&doi=10.1049%2fPBTE079E_ch10&partnerID=40&md5=385a9b4b1779e16c5febcb1e7d09c463,Book Chapter,4,0.838946521,0,0,0,0,0,0,0.18163431,0.089268293,0,0.107983995,0,0,0,0,0.096292894,0,0,0.067215688,0,0,0.032129684,0,0,0.01700411,0,0.482901998,0,0,0,0.06133248,0.075462387,0,0,0,0,0,0.092919286,0.166434533,0,0.087510922,0.063438584,0,0.097744549,0.10200882,0,0,0.113468171,0.338121032,0,0,0,0,0,0.112330059,0,0,0,0.123303345,0,0,0,0,0,0,0.086773401,0,0,0.049404255,0,0,0,0,0,0.062295253,0.548055324,0.045621466,0,0,0,0,0,0.058838898,0,0,0.085087333,0,0.174010479,0,0.080518179,0.195027257,0,0,0,0.112330059,0,0,0,0,0,0.228478433,4.234945478,0.628143553
465,6,C1,Shi et al. (2019),2019,Quantum multi-user broadcast protocol for the ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œPlatform as a serviceÃƒÂ¢Ã¢â€šÂ¬Ã‚Â model,Sensors (Switzerland),10.3390/s19235257,"Quantum Cloud Computing is the technology which has the capability to shape the future of computing. In ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œPlatform as a Service (PaaS)"" type of cloud computing, the development environment is delivered as a service. In this paper, a multi-user broadcast protocol in network is developed with the mode of one master and N slaves together with a sequence of single photons. It can be applied to a multi-node network, in which a single photon sequence can be sent to all the slave nodes simultaneously. In broadcast communication networks, these single photons encode classical information directly through noisy quantum communication channels. The results show that this protocol can realize the secret key generation and sharing of multiple nodes. The protocol we propose is also proved to be unconditionally secure in theory, which indicates its feasibility in theoretical application. Ãƒâ€šÃ‚Â© 2019 by the authors. Licensee MDPI, Basel, Switzerland.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065317955&partnerID=40&md5=26d8f35e026541ddd81aea86a7f463bd,Conference Paper,6,0.824648857,0,0.164464444,0,0,0,0,0,0,0,0,0.066707308,0,0.177986766,0.205968671,0,0,0,0,0,0.148276751,0.110734827,0,0.236483487,0.087906895,0,0,0,0.195533797,0,0,0,0,0,0,0.140279815,0,0.053374324,0.143403987,0,0,0,0,0,0,0,0.124289312,0,0,0,0,0,0,0,0,0,0,0,0,0.565557718,0,0,0,0,0,0,0,0,0.085135783,0.527181261,0,0,0,0,0.107350169,0,0.0786171,0,0,0,0,0,0.101394013,0,0.078406805,0,0.137248224,0.149931604,0,0.138752791,0,0,0,0,0,0,0,0,0,0,0,3.824985852,0.514131766
466,6,C1,Dynes et al. (2019),2019,Cambridge quantum network,npj Quantum Information,10.1038/s41534-019-0221-4,"Future-proofing current fibre networks with quantum key distribution (QKD) is an attractive approach to combat the ever growing breaches of data theft. To succeed, this approach must offer broadband transport of quantum keys, efficient quantum key delivery and seamless user interaction, all within the existing fibre network. However, quantum networks to date either require dark fibres and/or offer bit rates inadequate for serving a large number of users. Here we report a city wide high-speed metropolitan QKD networkÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Âthe Cambridge quantum networkÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Âoperating on fibres already populated with high-bandwidth data traffic. We implement a robust key delivery layer to demonstrate essential network operation, as well as enabling encryption of 100 Gigabit per second (Gbps) simultaneous data traffic with rapidly refreshed quantum keys. Network resilience against link disruption is supported by high-QKD link rates and network link redundancy. We reveal that such a metropolitan network can support tens of thousands of users with key rates in excess of 1 kilobit per second (kbps) per user. Our result hence demonstrates a clear path for implementing quantum security in metropolitan fibre networks. Ãƒâ€šÃ‚Â© 2019, The Author(s).",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058327516&doi=10.1117%2f12.2319015&partnerID=40&md5=590ae38a9b12809b94d0e67e8899f48d,Conference Paper,6,0.830986619,0,0,0,0.145483467,0.258487644,0,0.121168996,0,0,0,0,0,0.137804547,0,0,0,0.278225833,0,0,0,0,0,0,0.022687023,0.201365074,0,0,0,0,0.0818303,0.100682537,0,0,0,0,0,0.041324559,0,0.126584192,0,0.16928056,0,0,0,0,0,0,0.150374621,0,0,0,0,0,0,0.260823162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374213059,0,0.10890865,0.083114839,0,0.060868536,0,0,0,0,0,0,0,0.3642343,0,0,0.348249319,0,0,0,0,0,0,0,0.154517344,0.407042358,0,0,0,0,3.99727092,0.56204509
467,6,C8,Mizutani et al. (2019),2019,Quantum key distribution with setting-choice-independently correlated light sources,npj Quantum Information,10.1038/s41534-018-0122-y,"Despite the enormous theoretical and experimental progress made so far in quantum key distribution (QKD), the security of most existing practical QKD systems is not rigorously established yet. A critical obstacle is that almost all existing security proofs make ideal assumptions on the QKD devices. Problematically, such assumptions are hard to satisfy in the experiments, and therefore it is not obvious how to apply such security proofs to practical QKD systems. Fortunately, any imperfections and security-loopholes in the measurement devices can be perfectly closed by measurement-device-independent QKD (MDI-QKD), and thus we only need to consider how to secure the source devices. Among imperfections in the source devices, correlations between the sending pulses and modulation fluctuations are one of the principal problems, which unfortunately most of the existing security proofs do not consider. In this paper, we take into account these imperfections and enhance the implementation security of QKD. Specifically, we consider a setting-choice-independent correlation (SCIC) framework in which the sending pulses can present arbitrary correlations but they are independent of the previous setting choices such as the bit, the basis and the intensity settings. Within the framework of SCIC, we consider the dominant fluctuations of the sending states, such as the relative phases and the intensities, and provide a self-contained information-theoretic security proof for the loss-tolerant QKD protocol in the finite-key regime. We demonstrate the feasibility of secure quantum communication, and thus our work constitutes a crucial step towards guaranteeing the security of practical QKD systems. Ãƒâ€šÃ‚Â© 2019, The Author(s).",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056511078&partnerID=40&md5=ae44fc39e71df78f6b6805ca707af356,Conference Paper,6,0.809492707,0,0,0,0.251561886,0,0,0,0,0,0,0,0,0.079427976,0,0,0,0,0,0,0,0.024708138,0,0,0.013076378,0.05803154,0.371357812,0,0,0,0.094330923,0,0,0.075849953,0.081457468,0.062600956,0,0,0,0,0,0.048785082,0,0,0,0,0.05546507,0,0,0,0,0,0,0.167162776,0.086383252,0,0,0,0,0,0,0,0,0.225500423,0.056205055,0.066729855,0.088755528,0,0,0.058814682,0.049423639,0,0,0,0,0,0.350834911,0,0,0.057414557,0,0,0,0,0.104968935,0,0,0,0,0,0.112483841,0,0.067871316,0,0,0,0.703834915,0,0,0,0,3.413036868,0.399566728
468,6,C2,Solaija et al. (2019),2019,Quantum laboratory setup for future wireless communication systems,AIP Conference Proceedings,10.1063/1.5135410,"Fifth generation of wireless communication envisages a diverse network that imposes stringent requirements regarding capacity, reliability, security, latency and seamless connectivity. These lofty goals have driven researchers to look for technologies capable of supporting conventional methods. Application of quantum mechanics to the domain of communications has been considered for a while now but the reliance of any quantum phenomena on experimental verification remains an obstacle in its widespread use. To serve this purpose, we propose establishing a quantum optics laboratory in Turkey which will allow implementation, analysis and investigation of the various promising quantum communication tools. This work is directed towards description and experimental verification of some well-known quantum experiments, from relatively simpler ones such as single or entangled photon generation to the more evolved experiments like quantum random number generation and quantum key distribution. Ãƒâ€šÃ‚Â© 2019 Author(s).",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046404433&doi=10.1109%2fCCAA.2017.8230010&partnerID=40&md5=321c9db71eba1daa7c4b7da057b4759e,Conference Paper,6,0.842802167,0,0,0,0,0,0,0,0,0,0.195767205,0.07017884,0,0.18724942,0,0,0,0,0,0,0,0.232995213,0,0,0.030827227,0,0,0,0.205709621,0,0.111191369,0,0.205017445,0.357628649,0.384067791,0,0,0.056151991,0.452600731,0,0,0.115009582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172512058,0,0,0.198330016,0,0,0,0,0,0,0,0.212148063,0.089566355,0,0,0,0,0.14798555,0,0,0.082708433,0,0,0,0,0,0.106670684,0,0.082487193,0.154257205,0,0.052578077,0,0,0.088392592,0,0.16000489,0,0,0.209958842,0,0,0,0,0,4.361995042,0.663476661
469,6,C2,Tannous et al. (2019),2019,Demonstration of a 6 state-4 state reference frame independent channel for quantum key distribution,Applied Physics Letters,10.1063/1.5125700,"We study a reference frame independent (RFI) quantum key distribution (QKD) protocol using six states for Alice and only four states for Bob, while previous RFI protocols require a six state analyzer for Bob. Our protocol can generate a secure key for any possible phase of the entangled state provided the variation is small compared to the measurement rate, as shown by our numerical key rate analysis. We perform a proof-of-principle experiment using polarization entangled photon pairs. In the presence of a varying rotational phase, we obtain a consistently low error rate of less than 4%, indicating the feasibility of this protocol for QKD. Our RFI protocol is hence beneficial but not limited to applications in a satellite or mobile free-space QKD, where a communication node must limit the resources and restrict the number of measured states to four instead of six. Ãƒâ€šÃ‚Â© 2019 Author(s).",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041355822&doi=10.1145%2f3125502.3125559&partnerID=40&md5=a1f01cc68047784da20a4230e4b7a7aa,Conference Paper,6,0.844436467,0,0.097676802,0,0,0,0,0,0,0,0.110516363,0.039618026,0,0.105707822,0,0,0,0,0,0,0,0.032883168,0.099736728,0,0.017402879,0.07723208,0,0,0,0,0.125541616,0,0.231476792,0.100945961,0,0.08331335,0,0,0.085168822,0,0,0,0,0,0,0,0,0,0,0,0.215444432,0.112330288,0,0.222470896,0.114964347,0,0,0,0.063097486,0.111963145,0,0,0,0,0,0,0,0,0,0.391371674,0.065776134,0.287053281,0,0.083542209,0,0,0.04669135,0,0,0.534876713,0.097100855,0,0,0,0.186265816,0,0,0,0,0,0,0,0,0,0,0.118527961,0.31223615,0.112699663,0,0.112699663,0,4.396332472,0.673026069
470,3,C1,Kim & Kim (2019),2019,HTPM: Hybrid Implementation of Trusted Platform Module,CYSARM 2019 - Proceedings of the 1st ACM Workshop on Workshop on Cyber-Security Arms Race,10.1145/3338511.3357348,"Hardware-based TPM provides hardware-backed security solutions and a root of trust for various mission critical applications. However, hardware-based TPM has several intrinsic problems such as extremely low performance, off-chip security vulnerability, and a lack of incident response agility. In the upcoming Quantum computing era, it is critical to provide Quantum-Resistant (QR) cryptography functions without harming performance. Unfortunately, hardware-based TPM's rigid hardware and software architecture model makes it extremely difficult for hardware-based TPM to transition to accommodate future QR cryptographic systems. On the other hand, software-based TPMs (e.g., firmware-based TPM) provide a CPU-based, on-chip security solution. They utilize low-level on-chip primitives offered by chipsets such as ARM TrustZone or Intel Software Guard Extensions (SGX) to build a system with a high-level of trust computing environment. A software-based TPM solution provides higher performance, on-chip security, and incident response agility. However, it is lacking in hardware-backed protection and several vital features such as secure key storage, robustness against side-channel attacks, true random number generation, among others. In addition, its implementation is highly dependent on low-level primitives provided by each hardware vendor, which makes it difficult for it to be provided as a generalized solution. In this paper, we propose hybrid-TPM (hTPM), which fully utilizes the advantages of a hardware-based TPM and diminishes a hardware-based TPM's weaknesses through software-based TPM solutions inside a secure container, e.g., Virtualization-Based Security (VBS). We implemented hTPM as a fully dual mode TPM, i.e., giving end-users full control in choosing between a hardware TPM mode and a software TPM mode based on their needs. We performed and will provide a full risk analysis of the proposed hTPM to show how to best overcome security challenges in realizing hTPM. Finally, we provide a performance analysis of our proposal to show the drastic improvements in cryptographic operations. Ãƒâ€šÃ‚Â© 2019 ACM.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033712703&doi=10.1145%2f3133956.3133997&partnerID=40&md5=d5e5adb5bd1c3c514e420cc53c5565eb,Conference Paper,3,0.838800311,0.095529179,0.079536701,0.086076236,0,0,0,0,0,0,0.179983511,0.032260342,0,0,0,0,0,0.115857969,0.364105585,0.084488585,0,0,0,0.076243902,0.014170894,0,0,0,0,0,0,0,0,0,0,0,0.096515475,0.025812374,0.069351647,0.158135432,0,0.158605435,0,0.0814584,0,0,0,0,0,0,0,0.274406421,0,0,0,0.0814584,0,0,0.256896508,0,0,0,0,0,0,0.07231526,0,0,0.123517627,0,0.428483866,0,0,0,0,0,0.304160323,0,0,0,0,0,0,0,0.037918339,0,0.066374656,0,0,0.134204561,0.081265956,0,0,0.097861886,0,0.096515475,0,0,0.468068402,0,0,4.241579348,0.629988465
471,6,C2,Abid et al. (2019),2019,Implementation of High Dimensional-QKD using BB84 Protocol in the Security of Aerospace Industry,"3rd International Conference on Innovative Computing, ICIC 2019",10.1109/ICIC48496.2019.8966690,"Aerospace Industry is making breakthrough development with Quantum System. Along with, security of the system is the most promising issue. Where Quantum Physics play a vital role in the security and challenges of Aircraft, a lot of cryptographic algorithms used for securing the Aerial communication. In this research, we discuss the contribution of Airbus Company in aerospace industry and adaptation of Quantum System for solving future challenges. One of the most awakening issues is the security of Aerospace industry, where Quantum Cryptography algorithms are used. Here, we are trying to replace QKD with HD-QKD, because during data/key transmission photon efficiency rate effects. By using the BB84 Protocol with HDQKD, we tried to enhance photon rate efficiency, and proposed a HDQKD based Model for Aerial and Non Aerial Communication. So, Quantum Cryptography with HDQKD techniques enhances the security of Aerospace industry more firmly. Ãƒâ€šÃ‚Â© 2019 IEEE.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039958777&doi=10.1109%2fICDMAI.2017.8073525&partnerID=40&md5=2eaf5f916f3af07472fc1b12f8595395,Conference Paper,6,0.844324291,0,0,0.285181694,0,0,0,0,0,0.166297106,0,0,0,0,0.082504019,0.132937026,0,0.095963106,0.046397264,0.279921601,0,0.088713184,0,0,0.023475001,0,0,0,0,0.146701261,0,0.208358992,0,0,0,0,0,0.042759865,0,0,0.120813085,0.087580051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30205749,0.144392298,0,0,0,0,0,0,0.161551218,0.068204977,0.211170819,0,0.258140282,0,0,0,0,0.377895924,0,0,0,0,0.153027936,0,0,0.06281418,0,0.109953908,0,0,0,0.201933463,0,0,0,0,0,0.421179967,0,0,0,0.157712796,4.437638515,0.684513483
